,step,mnist-acc,mnistm-acc,domain-acc
658,6580.0,0.96875,0.6875,0.6875
659,6590.0,1.0,0.75,0.71875
660,6600.0,1.0,0.75,0.71875
661,6610.0,0.96875,0.78125,0.65625
662,6620.0,1.0,0.75,0.71875
663,6630.0,0.96875,0.71875,0.65625
664,6640.0,1.0,0.75,0.78125
665,6650.0,1.0,0.65625,0.71875
666,6660.0,1.0,0.78125,0.703125
667,6670.0,1.0,0.625,0.703125
668,6680.0,1.0,0.71875,0.71875
669,6690.0,1.0,0.71875,0.71875
670,6700.0,1.0,0.6875,0.78125
671,6710.0,0.96875,0.71875,0.75
672,6720.0,1.0,0.78125,0.640625
673,6730.0,1.0,0.75,0.671875
674,6740.0,1.0,0.78125,0.765625
675,6750.0,0.96875,0.78125,0.703125
676,6760.0,1.0,0.65625,0.75
677,6770.0,0.9375,0.625,0.84375
678,6780.0,1.0,0.78125,0.78125
679,6790.0,0.96875,0.5625,0.71875
680,6800.0,1.0,0.625,0.828125
681,6810.0,0.96875,0.78125,0.765625
682,6820.0,0.96875,0.5625,0.828125
683,6830.0,1.0,0.71875,0.734375
684,6840.0,0.96875,0.78125,0.71875
685,6850.0,1.0,0.75,0.8125
686,6860.0,0.96875,0.65625,0.875
687,6870.0,1.0,0.84375,0.71875
688,6880.0,1.0,0.78125,0.703125
689,6890.0,1.0,0.8125,0.6875
690,6900.0,1.0,0.875,0.734375
691,6910.0,1.0,0.6875,0.734375
692,6920.0,1.0,0.65625,0.75
693,6930.0,1.0,0.78125,0.71875
694,6940.0,1.0,0.875,0.703125
695,6950.0,1.0,0.6875,0.75
696,6960.0,1.0,0.75,0.71875
697,6970.0,1.0,0.84375,0.75
698,6980.0,1.0,0.8125,0.71875
699,6990.0,0.96875,0.78125,0.71875
700,7000.0,1.0,0.75,0.765625
701,7010.0,1.0,0.8125,0.84375
702,7020.0,1.0,0.71875,0.78125
703,7030.0,1.0,0.90625,0.6875
704,7040.0,1.0,0.84375,0.765625
705,7050.0,1.0,0.84375,0.78125
706,7060.0,1.0,0.75,0.734375
707,7070.0,1.0,0.84375,0.8125
708,7080.0,1.0,0.65625,0.734375
709,7090.0,1.0,0.71875,0.65625
710,7100.0,1.0,0.875,0.6875
711,7110.0,1.0,0.8125,0.78125
712,7120.0,1.0,0.71875,0.734375
713,7130.0,1.0,0.71875,0.796875
714,7140.0,1.0,0.71875,0.78125
715,7150.0,0.96875,0.78125,0.796875
716,7160.0,1.0,0.75,0.75
717,7170.0,0.96875,0.71875,0.71875
718,7180.0,1.0,0.8125,0.671875
719,7190.0,0.9375,0.78125,0.75
720,7200.0,1.0,0.8125,0.796875
721,7210.0,1.0,0.75,0.734375
722,7220.0,1.0,0.71875,0.78125
723,7230.0,0.96875,0.6875,0.765625
724,7240.0,1.0,0.6875,0.796875
725,7250.0,1.0,0.75,0.703125
726,7260.0,1.0,0.71875,0.796875
727,7270.0,1.0,0.8125,0.671875
728,7280.0,1.0,0.6875,0.78125
729,7290.0,0.96875,0.96875,0.625
730,7300.0,1.0,0.90625,0.625
731,7310.0,0.96875,0.75,0.71875
732,7320.0,1.0,0.75,0.625
733,7330.0,0.96875,0.71875,0.71875
734,7340.0,1.0,0.75,0.734375
735,7350.0,1.0,0.75,0.6875
736,7360.0,1.0,0.75,0.78125
737,7370.0,1.0,0.90625,0.796875
738,7380.0,1.0,0.6875,0.71875
739,7390.0,1.0,0.75,0.71875
740,7400.0,1.0,0.75,0.765625
741,7410.0,1.0,0.84375,0.75
742,7420.0,1.0,0.78125,0.78125
743,7430.0,1.0,0.6875,0.75
744,7440.0,0.96875,0.6875,0.765625
745,7450.0,1.0,0.84375,0.71875
746,7460.0,1.0,0.75,0.71875
747,7470.0,1.0,0.59375,0.78125
748,7480.0,1.0,0.75,0.765625
749,7490.0,0.96875,0.71875,0.765625
750,7500.0,1.0,0.90625,0.84375
751,7510.0,1.0,0.78125,0.625
752,7520.0,1.0,0.75,0.78125
753,7530.0,1.0,0.75,0.8125
754,7540.0,0.96875,0.75,0.796875
755,7550.0,1.0,0.5625,0.828125
756,7560.0,1.0,0.78125,0.734375
757,7570.0,0.96875,0.84375,0.78125
758,7580.0,1.0,0.71875,0.765625
759,7590.0,1.0,0.59375,0.703125
760,7600.0,1.0,0.78125,0.671875
761,7610.0,0.96875,0.5625,0.75
762,7620.0,0.96875,0.59375,0.765625
763,7630.0,1.0,0.9375,0.75
764,7640.0,1.0,0.65625,0.84375
765,7650.0,0.96875,0.6875,0.71875
766,7660.0,1.0,0.8125,0.765625
767,7670.0,1.0,0.6875,0.84375
768,7680.0,1.0,0.59375,0.703125
769,7690.0,0.96875,0.75,0.71875
770,7700.0,0.96875,0.71875,0.78125
771,7710.0,0.96875,0.71875,0.703125
772,7720.0,1.0,0.6875,0.8125
773,7730.0,1.0,0.84375,0.6875
774,7740.0,0.96875,0.8125,0.71875
775,7750.0,0.96875,0.75,0.703125
776,7760.0,1.0,0.75,0.703125
777,7770.0,1.0,0.65625,0.828125
778,7780.0,1.0,0.71875,0.765625
779,7790.0,0.96875,0.6875,0.703125
780,7800.0,1.0,0.71875,0.734375
781,7810.0,1.0,0.71875,0.796875
782,7820.0,0.96875,0.8125,0.796875
783,7830.0,1.0,0.65625,0.765625
784,7840.0,0.96875,0.75,0.640625
785,7850.0,0.96875,0.8125,0.8125
786,7860.0,0.9375,0.78125,0.734375
787,7870.0,1.0,0.84375,0.609375
788,7880.0,1.0,0.75,0.765625
789,7890.0,1.0,0.71875,0.703125
790,7900.0,0.96875,0.8125,0.796875
791,7910.0,0.96875,0.75,0.6875
792,7920.0,0.96875,0.6875,0.671875
793,7930.0,1.0,0.75,0.703125
794,7940.0,1.0,0.8125,0.75
795,7950.0,1.0,0.78125,0.78125
796,7960.0,1.0,0.78125,0.765625
797,7970.0,1.0,0.8125,0.703125
798,7980.0,0.96875,0.75,0.578125
799,7990.0,1.0,0.78125,0.8125
800,8000.0,1.0,0.8125,0.6875
801,8010.0,1.0,0.78125,0.765625
802,8020.0,1.0,0.6875,0.859375
803,8030.0,1.0,0.65625,0.75
804,8040.0,1.0,0.71875,0.75
805,8050.0,1.0,0.78125,0.734375
806,8060.0,1.0,0.75,0.6875
807,8070.0,1.0,0.8125,0.828125
808,8080.0,1.0,0.75,0.71875
809,8090.0,0.96875,0.75,0.78125
810,8100.0,1.0,0.84375,0.71875
811,8110.0,1.0,0.59375,0.859375
812,8120.0,1.0,0.71875,0.71875
813,8130.0,1.0,0.65625,0.78125
814,8140.0,1.0,0.75,0.6875
815,8150.0,1.0,0.65625,0.78125
816,8160.0,1.0,0.71875,0.796875
817,8170.0,0.96875,0.6875,0.6875
818,8180.0,1.0,0.6875,0.78125
819,8190.0,1.0,0.75,0.703125
820,8200.0,1.0,0.65625,0.75
821,8210.0,1.0,0.71875,0.703125
822,8220.0,1.0,0.75,0.78125
823,8230.0,1.0,0.6875,0.828125
824,8240.0,1.0,0.6875,0.828125
825,8250.0,1.0,0.75,0.75
826,8260.0,0.96875,0.53125,0.75
827,8270.0,1.0,0.75,0.796875
828,8280.0,0.96875,0.875,0.71875
829,8290.0,1.0,0.84375,0.75
830,8300.0,0.96875,0.75,0.75
831,8310.0,1.0,0.78125,0.6875
832,8320.0,1.0,0.8125,0.703125
833,8330.0,1.0,0.8125,0.75
834,8340.0,0.96875,0.59375,0.71875
835,8350.0,1.0,0.65625,0.78125
836,8360.0,0.96875,0.59375,0.734375
837,8370.0,1.0,0.65625,0.8125
838,8380.0,1.0,0.84375,0.796875
839,8390.0,0.96875,0.71875,0.734375
840,8400.0,1.0,0.6875,0.78125
841,8410.0,1.0,0.625,0.78125
842,8420.0,1.0,0.65625,0.765625
843,8430.0,1.0,0.75,0.734375
844,8440.0,1.0,0.78125,0.734375
845,8450.0,1.0,0.78125,0.75
846,8460.0,1.0,0.65625,0.6875
847,8470.0,1.0,0.6875,0.765625
848,8480.0,1.0,0.6875,0.71875
849,8490.0,0.96875,0.875,0.71875
850,8500.0,1.0,0.625,0.640625
851,8510.0,1.0,0.78125,0.65625
852,8520.0,0.96875,0.75,0.796875
853,8530.0,1.0,0.78125,0.765625
854,8540.0,1.0,0.71875,0.71875
855,8550.0,1.0,0.8125,0.75
856,8560.0,1.0,0.8125,0.671875
857,8570.0,0.96875,0.6875,0.734375
858,8580.0,1.0,0.78125,0.765625
859,8590.0,1.0,0.84375,0.78125
