,step,mnist-acc,mnistm-acc,domain-acc
655,6550.0,0.96875,0.65625,0.828125
656,6560.0,1.0,0.5,0.90625
657,6570.0,1.0,0.46875,0.859375
658,6580.0,1.0,0.5625,0.828125
659,6590.0,1.0,0.65625,0.84375
660,6600.0,0.96875,0.46875,0.875
661,6610.0,0.96875,0.5,0.78125
662,6620.0,0.96875,0.5,0.859375
663,6630.0,1.0,0.59375,0.921875
664,6640.0,0.96875,0.59375,0.921875
665,6650.0,0.96875,0.625,0.84375
666,6660.0,1.0,0.65625,0.875
667,6670.0,1.0,0.71875,0.734375
668,6680.0,1.0,0.71875,0.84375
669,6690.0,0.96875,0.625,0.859375
670,6700.0,1.0,0.46875,0.828125
671,6710.0,1.0,0.5,0.796875
672,6720.0,1.0,0.625,0.859375
673,6730.0,1.0,0.6875,0.8125
674,6740.0,0.96875,0.5,0.90625
675,6750.0,0.96875,0.65625,0.90625
676,6760.0,0.96875,0.5625,0.859375
677,6770.0,0.9375,0.59375,0.8125
678,6780.0,1.0,0.625,0.859375
679,6790.0,0.9375,0.4375,0.875
680,6800.0,1.0,0.53125,0.859375
681,6810.0,1.0,0.6875,0.828125
682,6820.0,1.0,0.75,0.84375
683,6830.0,1.0,0.53125,0.890625
684,6840.0,1.0,0.65625,0.921875
685,6850.0,1.0,0.625,0.859375
686,6860.0,0.90625,0.4375,0.921875
687,6870.0,0.9375,0.6875,0.859375
688,6880.0,0.96875,0.84375,0.78125
689,6890.0,1.0,0.53125,0.890625
690,6900.0,0.96875,0.5,0.90625
691,6910.0,0.96875,0.625,0.78125
692,6920.0,1.0,0.5625,0.890625
693,6930.0,0.90625,0.53125,0.8125
694,6940.0,1.0,0.625,0.875
695,6950.0,1.0,0.78125,0.734375
696,6960.0,1.0,0.625,0.796875
697,6970.0,1.0,0.71875,0.765625
698,6980.0,0.96875,0.4375,0.90625
699,6990.0,0.9375,0.59375,0.78125
700,7000.0,0.9375,0.75,0.890625
701,7010.0,1.0,0.625,0.890625
702,7020.0,0.96875,0.625,0.765625
703,7030.0,1.0,0.59375,0.84375
704,7040.0,0.9375,0.5625,0.796875
705,7050.0,0.9375,0.625,0.90625
706,7060.0,1.0,0.59375,0.921875
707,7070.0,0.96875,0.59375,0.84375
708,7080.0,0.9375,0.625,0.828125
709,7090.0,0.90625,0.625,0.734375
710,7100.0,0.96875,0.65625,0.859375
711,7110.0,1.0,0.65625,0.828125
712,7120.0,1.0,0.5625,0.84375
713,7130.0,0.96875,0.78125,0.828125
714,7140.0,1.0,0.59375,0.90625
715,7150.0,1.0,0.6875,0.78125
716,7160.0,1.0,0.65625,0.890625
717,7170.0,1.0,0.40625,0.875
718,7180.0,0.96875,0.59375,0.75
719,7190.0,0.96875,0.625,0.875
720,7200.0,1.0,0.65625,0.796875
721,7210.0,1.0,0.59375,0.890625
722,7220.0,0.96875,0.65625,0.828125
723,7230.0,1.0,0.625,0.875
724,7240.0,1.0,0.65625,0.828125
725,7250.0,1.0,0.59375,0.890625
726,7260.0,0.96875,0.5,0.796875
727,7270.0,1.0,0.59375,0.859375
728,7280.0,1.0,0.59375,0.875
729,7290.0,0.96875,0.625,0.875
730,7300.0,0.9375,0.59375,0.90625
731,7310.0,1.0,0.5,0.84375
732,7320.0,1.0,0.75,0.8125
733,7330.0,1.0,0.6875,0.75
734,7340.0,1.0,0.46875,0.796875
735,7350.0,1.0,0.5625,0.75
736,7360.0,1.0,0.46875,0.8125
737,7370.0,1.0,0.625,0.875
738,7380.0,0.96875,0.40625,0.890625
739,7390.0,1.0,0.5625,0.875
740,7400.0,1.0,0.71875,0.796875
741,7410.0,0.96875,0.65625,0.828125
742,7420.0,0.96875,0.71875,0.859375
743,7430.0,0.9375,0.625,0.90625
744,7440.0,0.90625,0.59375,0.859375
745,7450.0,1.0,0.625,0.890625
746,7460.0,1.0,0.53125,0.8125
747,7470.0,1.0,0.6875,0.84375
748,7480.0,0.96875,0.65625,0.84375
749,7490.0,1.0,0.59375,0.90625
750,7500.0,0.96875,0.75,0.875
751,7510.0,1.0,0.5,0.84375
752,7520.0,0.96875,0.75,0.8125
753,7530.0,1.0,0.65625,0.859375
754,7540.0,1.0,0.65625,0.8125
755,7550.0,0.96875,0.625,0.828125
756,7560.0,0.96875,0.625,0.875
757,7570.0,1.0,0.59375,0.828125
758,7580.0,1.0,0.5,0.875
759,7590.0,1.0,0.78125,0.84375
760,7600.0,0.9375,0.65625,0.859375
761,7610.0,0.96875,0.6875,0.796875
762,7620.0,0.96875,0.53125,0.828125
763,7630.0,1.0,0.53125,0.890625
764,7640.0,0.96875,0.5625,0.859375
765,7650.0,1.0,0.65625,0.859375
766,7660.0,0.9375,0.5,0.890625
767,7670.0,0.96875,0.75,0.78125
768,7680.0,0.9375,0.5625,0.8125
769,7690.0,0.9375,0.65625,0.828125
770,7700.0,0.96875,0.78125,0.84375
771,7710.0,1.0,0.59375,0.90625
772,7720.0,1.0,0.625,0.8125
773,7730.0,0.96875,0.71875,0.84375
774,7740.0,1.0,0.59375,0.875
775,7750.0,1.0,0.6875,0.828125
776,7760.0,1.0,0.65625,0.734375
777,7770.0,0.96875,0.53125,0.875
778,7780.0,1.0,0.5625,0.875
779,7790.0,0.96875,0.5625,0.84375
780,7800.0,0.9375,0.6875,0.75
781,7810.0,1.0,0.5,0.90625
782,7820.0,1.0,0.65625,0.859375
783,7830.0,0.96875,0.46875,0.84375
784,7840.0,1.0,0.5,0.828125
785,7850.0,0.96875,0.59375,0.9375
786,7860.0,1.0,0.75,0.890625
787,7870.0,1.0,0.625,0.765625
788,7880.0,1.0,0.71875,0.796875
789,7890.0,0.96875,0.59375,0.875
790,7900.0,1.0,0.5,0.921875
791,7910.0,1.0,0.71875,0.875
792,7920.0,0.9375,0.6875,0.765625
793,7930.0,1.0,0.625,0.828125
794,7940.0,0.96875,0.71875,0.8125
795,7950.0,0.9375,0.59375,0.90625
796,7960.0,0.96875,0.71875,0.859375
797,7970.0,1.0,0.6875,0.859375
798,7980.0,0.90625,0.6875,0.8125
799,7990.0,1.0,0.46875,0.890625
800,8000.0,1.0,0.625,0.890625
801,8010.0,1.0,0.625,0.859375
802,8020.0,0.96875,0.78125,0.921875
803,8030.0,1.0,0.65625,0.8125
804,8040.0,1.0,0.625,0.84375
805,8050.0,0.96875,0.53125,0.9375
806,8060.0,1.0,0.5625,0.875
807,8070.0,1.0,0.625,0.828125
808,8080.0,1.0,0.6875,0.875
809,8090.0,1.0,0.5625,0.8125
810,8100.0,0.96875,0.59375,0.84375
811,8110.0,0.96875,0.71875,0.890625
812,8120.0,1.0,0.65625,0.84375
813,8130.0,1.0,0.65625,0.859375
814,8140.0,0.96875,0.5625,0.828125
815,8150.0,0.96875,0.65625,0.796875
816,8160.0,0.9375,0.53125,0.859375
817,8170.0,1.0,0.65625,0.875
818,8180.0,1.0,0.46875,0.828125
819,8190.0,1.0,0.65625,0.8125
820,8200.0,0.9375,0.46875,0.84375
821,8210.0,1.0,0.8125,0.75
822,8220.0,0.96875,0.75,0.828125
823,8230.0,1.0,0.84375,0.75
824,8240.0,1.0,0.65625,0.859375
825,8250.0,0.96875,0.6875,0.765625
826,8260.0,1.0,0.6875,0.90625
827,8270.0,0.90625,0.5625,0.8125
828,8280.0,1.0,0.71875,0.8125
829,8290.0,0.96875,0.625,0.859375
830,8300.0,1.0,0.6875,0.890625
831,8310.0,1.0,0.5,0.90625
832,8320.0,1.0,0.75,0.78125
833,8330.0,0.9375,0.625,0.84375
834,8340.0,0.96875,0.625,0.9375
835,8350.0,1.0,0.625,0.828125
836,8360.0,0.96875,0.625,0.703125
837,8370.0,0.96875,0.65625,0.765625
838,8380.0,0.96875,0.8125,0.8125
839,8390.0,1.0,0.75,0.90625
840,8400.0,0.96875,0.34375,0.890625
841,8410.0,1.0,0.65625,0.90625
842,8420.0,1.0,0.5625,0.765625
843,8430.0,1.0,0.65625,0.828125
844,8440.0,0.96875,0.46875,0.78125
845,8450.0,1.0,0.53125,0.84375
846,8460.0,1.0,0.625,0.875
847,8470.0,0.96875,0.84375,0.84375
848,8480.0,0.96875,0.6875,0.796875
849,8490.0,1.0,0.75,0.78125
850,8500.0,1.0,0.59375,0.875
851,8510.0,1.0,0.65625,0.875
852,8520.0,1.0,0.75,0.828125
853,8530.0,1.0,0.6875,0.84375
854,8540.0,0.96875,0.5625,0.875
855,8550.0,0.96875,0.59375,0.75
856,8560.0,1.0,0.5,0.84375
857,8570.0,0.9375,0.625,0.828125
858,8580.0,1.0,0.65625,0.859375
859,8590.0,0.96875,0.6875,0.875
