,step,mnist-acc,mnistm-acc,domain-acc
0,0.0,0.09375,0.03125,0.5
1,10.0,0.0625,0.15625,0.5
2,20.0,0.21875,0.15625,0.5
3,30.0,0.125,0.09375,0.5
