,step,loss,acc
76,76.0,2.2301136368681997,0.515625
77,77.0,2.227882099167481,0.421875
78,78.0,2.2295011275485166,0.484375
79,79.0,2.22359015992831,0.453125
80,80.0,2.2139990216411203,0.484375
81,81.0,2.1921488237943523,0.578125
82,82.0,2.1782005859622897,0.5625
83,83.0,2.1768024648831528,0.53125
84,84.0,2.1534768401317232,0.578125
85,85.0,2.1740918710671635,0.546875
86,86.0,2.167566884450283,0.546875
87,87.0,2.1453910396492133,0.5625
88,88.0,2.1420852020768337,0.421875
89,89.0,2.084579365531448,0.5625
90,90.0,2.135391407621479,0.359375
91,91.0,2.069590540306939,0.609375
92,92.0,2.0459163459284686,0.46875
93,93.0,2.111791219132601,0.375
94,94.0,2.043901859729375,0.53125
95,95.0,2.058728531090455,0.421875
96,96.0,1.982250923080332,0.5625
97,97.0,1.962454636883075,0.5
98,98.0,1.9136481153168783,0.53125
99,99.0,1.944499358536221,0.453125
100,100.0,1.8414604686813698,0.53125
101,101.0,1.826574665742759,0.515625
102,102.0,1.7422343070425517,0.515625
103,103.0,1.6115119553540065,0.703125
104,104.0,1.6251312467748835,0.6875
105,105.0,1.4813574794637774,0.6875
106,106.0,1.5308484577174288,0.640625
107,107.0,1.522217748616801,0.546875
108,108.0,1.4215443357061923,0.515625
109,109.0,1.3214792289315167,0.609375
110,110.0,1.3613973685221201,0.625
111,111.0,1.2470798752166807,0.625
112,112.0,1.1117598076101594,0.703125
113,113.0,0.9036009092513525,0.765625
114,114.0,1.396629335378439,0.515625
115,115.0,1.2261597714309642,0.546875
116,116.0,0.8781804783717346,0.71875
117,117.0,1.3424121569954364,0.546875
118,118.0,1.0274564271856779,0.671875
119,119.0,0.8468827215400687,0.6875
120,120.0,0.771812459798371,0.71875
121,121.0,0.913917397947464,0.71875
122,122.0,0.7589706402294151,0.734375
123,123.0,0.9128806882100026,0.65625
124,124.0,0.6607972255445284,0.75
125,125.0,0.9499955194077672,0.71875
126,126.0,0.9839230809300029,0.6875
127,127.0,0.8108233367467752,0.75
128,128.0,0.9311631614406852,0.640625
129,129.0,0.903623446185246,0.703125
130,130.0,0.7150736580701051,0.71875
131,131.0,0.9803864991533766,0.59375
132,132.0,0.7261847243501549,0.78125
133,133.0,0.7442557842658545,0.734375
134,134.0,0.6157687594176391,0.84375
135,135.0,0.8225250132447011,0.703125
136,136.0,0.7197054315828273,0.78125
137,137.0,0.8106376462087697,0.765625
138,138.0,0.48629129571274876,0.828125
139,139.0,0.6973742048540518,0.8125
140,140.0,0.8233895895750006,0.765625
141,141.0,0.5347134714217762,0.828125
142,142.0,0.6306405860656621,0.8125
143,143.0,0.8246444259551567,0.671875
144,144.0,0.4393700606690728,0.890625
145,145.0,0.7009828957080587,0.8125
146,146.0,0.44880390025611383,0.78125
147,147.0,0.47768412822650463,0.84375
148,148.0,0.682455781018095,0.796875
149,149.0,0.37329210414797903,0.859375
150,150.0,0.5286104259455358,0.8125
151,151.0,0.6149582798402501,0.78125
152,152.0,0.629622849060285,0.796875
153,153.0,0.6417473639939764,0.859375
154,154.0,0.44304545429221165,0.828125
155,155.0,0.46791390818381184,0.84375
156,156.0,0.8262569618486835,0.71875
157,157.0,0.5322663228252821,0.796875
158,158.0,0.5909345067215632,0.78125
159,159.0,0.5249952416716495,0.859375
160,160.0,0.7109927328694172,0.796875
161,161.0,0.640732267183214,0.796875
162,162.0,0.6039418920556355,0.796875
163,163.0,0.6064208075977259,0.828125
164,164.0,0.5698428768637206,0.84375
165,165.0,0.48097926107265687,0.859375
166,166.0,0.4464863135001764,0.875
167,167.0,0.4475582208313452,0.890625
168,168.0,0.46464424842733026,0.828125
169,169.0,0.4331378112632428,0.84375
170,170.0,0.3390008997196699,0.921875
171,171.0,0.5516276732963,0.84375
172,172.0,0.40961362333042695,0.828125
173,173.0,0.39316994604578315,0.875
174,174.0,0.3161871257670351,0.875
175,175.0,0.3521666956955182,0.890625
176,176.0,0.612045400032788,0.84375
177,177.0,0.4752777045433798,0.859375
178,178.0,0.7065149773388391,0.828125
179,179.0,0.4184604172098525,0.875
180,180.0,0.37306374322093344,0.890625
181,181.0,0.6115377809403679,0.84375
182,182.0,0.47281165404728853,0.859375
183,183.0,0.4505425003262624,0.8125
184,184.0,0.29077979788268804,0.921875
185,185.0,0.6451112225601994,0.6875
186,186.0,0.7452092088300897,0.75
187,187.0,0.3786408708957953,0.828125
188,188.0,0.34752570186868553,0.859375
189,189.0,0.33876151389515485,0.921875
190,190.0,0.624609576570718,0.796875
191,191.0,0.48875673266740877,0.796875
192,192.0,0.28974908480268524,0.921875
193,193.0,0.4583591314539984,0.84375
194,194.0,0.5327717336381022,0.8125
195,195.0,0.625115037381776,0.78125
196,196.0,0.6329298663757541,0.8125
197,197.0,0.331948912427477,0.875
198,198.0,0.45349669926162944,0.828125
199,199.0,0.3624502197012846,0.84375
200,200.0,0.3926072936232682,0.890625
201,201.0,0.2883001786441428,0.890625
202,202.0,0.23546584929247966,0.9375
203,203.0,0.21183870240155755,0.96875
204,204.0,0.4097670235028232,0.890625
205,205.0,0.5658227678001022,0.875
206,206.0,0.39024728007076415,0.9375
207,207.0,0.4645604086020079,0.8125
208,208.0,0.28476227133378873,0.875
209,209.0,0.3095850083018207,0.859375
210,210.0,0.5000557326623734,0.828125
211,211.0,0.4407311303734584,0.859375
212,212.0,0.5241309120211576,0.828125
213,213.0,0.24039901057575166,0.890625
214,214.0,0.40356630621191225,0.890625
215,215.0,0.49487273674095067,0.828125
216,216.0,0.6309369081475605,0.8125
217,217.0,0.2438718470194402,0.9375
218,218.0,0.4245620477068417,0.828125
219,219.0,0.35868159596998184,0.9375
220,220.0,0.31186533564842156,0.875
221,221.0,0.3092769178801311,0.859375
222,222.0,0.40935606840205974,0.875
223,223.0,0.35204595433286273,0.859375
224,224.0,0.343721392268991,0.890625
225,225.0,0.14981582533665205,0.96875
226,226.0,0.4721945316940293,0.875
227,227.0,0.481000099832362,0.859375
228,228.0,0.4233883414179237,0.90625
229,229.0,0.4223246275660243,0.875
230,230.0,0.40769322374799477,0.890625
231,231.0,0.42288486164165673,0.859375
232,232.0,0.4172355090154653,0.90625
233,233.0,0.4190089443455913,0.84375
234,234.0,0.39442649704162647,0.875
235,235.0,0.24289559608817773,0.9375
236,236.0,0.3496193177188351,0.890625
237,237.0,0.35428158146247446,0.90625
238,238.0,0.2508113494782648,0.921875
239,239.0,0.37287172831639204,0.921875
240,240.0,0.4109331536680659,0.859375
241,241.0,0.6627033376972256,0.828125
242,242.0,0.48228665077951727,0.859375
243,243.0,0.28038301386415876,0.890625
244,244.0,0.19943721033666878,0.9375
245,245.0,0.17779967049031808,0.953125
246,246.0,0.2099072780258581,0.921875
247,247.0,0.3150580912056764,0.90625
248,248.0,0.37024946309500695,0.859375
249,249.0,0.209675972663673,0.921875
250,250.0,0.233697203204922,0.96875
251,251.0,0.22259484108180994,0.953125
252,252.0,0.4195782299315655,0.921875
253,253.0,0.11544824229939554,0.984375
254,254.0,0.6467182996876942,0.84375
255,255.0,0.661013416066026,0.875
256,256.0,0.4168909463412199,0.859375
257,257.0,0.16405673105239701,0.953125
258,258.0,0.17267966273423496,0.921875
259,259.0,0.4087900993312667,0.90625
260,260.0,0.4175774896754647,0.90625
261,261.0,0.24277332122439954,0.921875
262,262.0,0.2665814856297622,0.9375
263,263.0,0.31514051617770905,0.875
264,264.0,0.5211704636265516,0.84375
265,265.0,0.22178120441151267,0.9375
266,266.0,0.3982239614942061,0.890625
267,267.0,0.3417982858945031,0.921875
268,268.0,0.17202538545673668,0.953125
269,269.0,0.22694610927412473,0.921875
270,270.0,0.305869524727589,0.9375
271,271.0,0.2524872685876824,0.9375
272,272.0,0.4312029014760329,0.828125
273,273.0,0.21881463229625875,0.9375
274,274.0,0.33202420010175515,0.90625
275,275.0,0.2923052141033327,0.890625
276,276.0,0.34973545390040695,0.90625
277,277.0,0.33431783150200617,0.859375
278,278.0,0.35386622547562696,0.875
279,279.0,0.21751299566581592,0.921875
280,280.0,0.11268287070702075,0.96875
281,281.0,0.15614303007055572,0.953125
282,282.0,0.19081761492982316,0.9375
283,283.0,0.22952844215703994,0.9375
284,284.0,0.21560477219404134,0.9375
285,285.0,0.39851615328347045,0.875
286,286.0,0.29068000004353367,0.890625
287,287.0,0.5112386282918379,0.8125
288,288.0,0.4021832268278947,0.875
289,289.0,0.23535627345991203,0.953125
290,290.0,0.809833187121948,0.8125
291,291.0,0.27827166541275633,0.921875
292,292.0,0.13611347567291748,0.984375
293,293.0,0.17989535687495822,0.921875
294,294.0,0.1786926759955622,0.953125
295,295.0,0.4104939464167766,0.859375
296,296.0,0.22923433177006863,0.953125
297,297.0,0.21385520436702096,0.96875
298,298.0,0.21326874944560623,0.953125
299,299.0,0.32028414046185744,0.921875
300,300.0,0.25128220634074083,0.9375
301,301.0,0.16104547929590848,0.9375
302,302.0,0.39527237535255894,0.90625
303,303.0,0.5131884950839154,0.875
304,304.0,0.3210756424563675,0.875
305,305.0,0.2818841426148601,0.9375
306,306.0,0.1171521806247848,0.984375
307,307.0,0.2004033423099416,0.96875
308,308.0,0.259200982201587,0.9375
309,309.0,0.32637241164093167,0.859375
310,310.0,0.18333865284393383,0.921875
311,311.0,0.3532254170821136,0.921875
312,312.0,0.3193421253116676,0.921875
313,313.0,0.18396558506404936,0.9375
314,314.0,0.38266678446204233,0.828125
315,315.0,0.31214125046039953,0.90625
316,316.0,0.30511739891281753,0.90625
317,317.0,0.27653275205311384,0.90625
318,318.0,0.17756440657663997,0.9375
319,319.0,0.21883578934525097,0.96875
320,320.0,0.2146944796162757,0.90625
321,321.0,0.30269927234820393,0.921875
322,322.0,0.26889607072777805,0.9375
323,323.0,0.20223617765137955,0.9375
324,324.0,0.17766793260066358,0.953125
325,325.0,0.2282128636210398,0.9375
326,326.0,0.22691097087611772,0.9375
327,327.0,0.5438299682138575,0.828125
328,328.0,0.21697900502780348,0.90625
329,329.0,0.32147246537001944,0.9375
330,330.0,0.27604011981267096,0.890625
331,331.0,0.17244822775633722,0.9375
332,332.0,0.21694083041070975,0.921875
333,333.0,0.20046132838019065,0.921875
334,334.0,0.25645638156966577,0.890625
335,335.0,0.19182110004675468,0.921875
336,336.0,0.07850375766505852,1.0
337,337.0,0.3537236504978696,0.9375
338,338.0,0.2527387237040718,0.90625
339,339.0,0.17739340583648164,0.9375
340,340.0,0.2360361409810727,0.9375
341,341.0,0.20803937292672622,0.953125
342,342.0,0.23260666646795838,0.9375
343,343.0,0.14132827259754582,0.921875
344,344.0,0.3039208351903764,0.875
345,345.0,0.2177850768878592,0.953125
346,346.0,0.0914253205050817,1.0
347,347.0,0.2335556513531214,0.953125
348,348.0,0.27501203759623516,0.9375
349,349.0,0.2635022755671982,0.90625
350,350.0,0.11050964137213974,0.984375
351,351.0,0.12937277877440478,0.953125
352,352.0,0.11808083254805372,0.96875
353,353.0,0.20424883024360405,0.921875
354,354.0,0.13779233391015114,0.9375
355,355.0,0.12475031565618594,0.953125
356,356.0,0.2982673212773715,0.875
357,357.0,0.2097142944678909,0.9375
358,358.0,0.24560899952186882,0.9375
359,359.0,0.2661231132926666,0.953125
360,360.0,0.30543232750352606,0.859375
361,361.0,0.6252566100674009,0.84375
362,362.0,0.4408422388115312,0.84375
363,363.0,0.3328532414693234,0.890625
364,364.0,0.29740765630529276,0.90625
365,365.0,0.18334593082869954,0.921875
366,366.0,0.15441103228194325,0.9375
367,367.0,0.13045589665705204,0.953125
368,368.0,0.19857043876644281,0.953125
369,369.0,0.12955801888408108,0.953125
370,370.0,0.3495474101056379,0.875
371,371.0,0.2272058740599585,0.90625
372,372.0,0.1376912895787705,0.984375
373,373.0,0.30573464721720545,0.90625
374,374.0,0.3519075519240138,0.859375
375,375.0,0.25579871939201976,0.9375
376,376.0,0.36904115960629247,0.90625
377,377.0,0.3229760200259554,0.90625
378,378.0,0.20346367697930562,0.9375
379,379.0,0.15210554379624225,0.9375
380,380.0,0.14585266614700365,0.9375
381,381.0,0.1806580976220696,0.9375
382,382.0,0.13026513844365928,0.9375
383,383.0,0.19187809361555752,0.921875
384,384.0,0.2834104032356301,0.875
385,385.0,0.11044140394097016,0.984375
386,386.0,0.17520861579040958,0.921875
387,387.0,0.1301523729904156,0.953125
388,388.0,0.23705703764906003,0.9375
389,389.0,0.13284259012728653,0.953125
390,390.0,0.2079753285085027,0.953125
391,391.0,0.2165407150261745,0.890625
392,392.0,0.1981053560320164,0.921875
393,393.0,0.2222988542723835,0.921875
394,394.0,0.23031541789320148,0.90625
395,395.0,0.2041257327836741,0.96875
396,396.0,0.21760986472401994,0.90625
397,397.0,0.14014502542751117,0.96875
398,398.0,0.22799689482836355,0.921875
399,399.0,0.28498547376367506,0.890625
400,400.0,0.367269448163861,0.890625
401,401.0,0.23646206981943385,0.921875
402,402.0,0.16459781905765644,0.953125
403,403.0,0.13428474983997707,0.96875
404,404.0,0.2625331508452638,0.890625
405,405.0,0.3031487478062504,0.859375
406,406.0,0.18779159859489764,0.9375
407,407.0,0.10310459670270644,1.0
408,408.0,0.26037483486766144,0.9375
409,409.0,0.156407609032309,0.9375
410,410.0,0.36690193775425095,0.921875
411,411.0,0.1604127566694252,0.96875
412,412.0,0.1782464312912396,0.9375
413,413.0,0.19776250415757343,0.921875
414,414.0,0.12555287886475347,0.953125
415,415.0,0.38481147194089443,0.921875
416,416.0,0.14770027460663235,0.96875
417,417.0,0.16420871475148552,0.953125
418,418.0,0.18801978916656892,0.9375
419,419.0,0.26943573668366916,0.921875
420,420.0,0.23078542568460644,0.921875
421,421.0,0.2205483231338216,0.9375
422,422.0,0.15422360355217202,0.96875
423,423.0,0.20986471303517168,0.90625
424,424.0,0.12932164181339525,0.984375
425,425.0,0.057250757431848126,1.0
426,426.0,0.20460313432898197,0.953125
427,427.0,0.2366412333578657,0.90625
428,428.0,0.12442458336802147,0.984375
429,429.0,0.09986738683788586,0.984375
430,430.0,0.1579105168268711,0.953125
431,431.0,0.19201126726777792,0.984375
432,432.0,0.21271094753998773,0.953125
433,433.0,0.10241338569032302,0.96875
434,434.0,0.17735156463579538,0.9375
435,435.0,0.47041154719695133,0.890625
436,436.0,0.2065121054224751,0.953125
437,437.0,0.12530057075338372,0.953125
438,438.0,0.2995583873226307,0.890625
439,439.0,0.3117025466393937,0.90625
440,440.0,0.05110175899606115,0.984375
441,441.0,0.1473616924101503,0.953125
442,442.0,0.06270252500868392,0.984375
443,443.0,0.30879084051454897,0.9375
444,444.0,0.14884671150661843,0.953125
445,445.0,0.1292743570321302,0.96875
446,446.0,0.15843740417780564,0.96875
447,447.0,0.23982269817945304,0.890625
448,448.0,0.3496009154812615,0.875
449,449.0,0.20204937976009832,0.9375
450,450.0,0.21375329232168347,0.921875
451,451.0,0.34690377498873104,0.890625
452,452.0,0.2131261548844366,0.921875
453,453.0,0.20358204317279657,0.9375
454,454.0,0.2627089685106551,0.84375
455,455.0,0.2246539484746548,0.921875
456,456.0,0.16456842612768452,0.953125
457,457.0,0.1069062692988947,0.953125
458,458.0,0.29225691482077043,0.9375
459,459.0,0.23845171487356925,0.890625
460,460.0,0.20989645836061682,0.90625
461,461.0,0.21730144754174258,0.9375
462,462.0,0.2546454565315722,0.953125
463,463.0,0.17189757001438033,0.96875
464,464.0,0.31173957523090434,0.921875
465,465.0,0.17176134243077926,0.921875
466,466.0,0.16458628632868164,0.953125
467,467.0,0.19705353003824555,0.9375
468,468.0,0.21147171612591675,0.9375
469,469.0,0.1206036778650975,0.96875
470,470.0,0.13238036369160436,0.953125
471,471.0,0.3042117795313583,0.90625
472,472.0,0.3243712245450003,0.9375
473,473.0,0.13785607698038488,0.953125
474,474.0,0.2917771506031901,0.890625
475,475.0,0.15969874074582424,0.90625
476,476.0,0.44260441881916046,0.828125
477,477.0,0.16384470739568968,0.953125
478,478.0,0.22645186582872445,0.921875
479,479.0,0.27033112943921267,0.90625
480,480.0,0.24468100303923956,0.9375
481,481.0,0.09475324576062429,0.96875
482,482.0,0.3285114339717331,0.90625
483,483.0,0.18332947960011972,0.953125
484,484.0,0.08011389822272569,0.984375
485,485.0,0.052194329851467575,0.984375
486,486.0,0.15823806331190468,0.921875
487,487.0,0.08531883877216562,0.984375
488,488.0,0.11925929466272123,0.953125
489,489.0,0.21584993253357143,0.9375
490,490.0,0.10079014451545754,0.953125
491,491.0,0.15574912118489465,0.9375
492,492.0,0.20745073141269835,0.921875
493,493.0,0.07475763843360213,0.984375
494,494.0,0.09150090300034992,0.96875
495,495.0,0.30407148769607223,0.921875
496,496.0,0.21049307173987783,0.921875
497,497.0,0.12959960106435092,0.96875
498,498.0,0.1751986771064012,0.921875
499,499.0,0.08902529760865083,0.96875
500,500.0,0.1369077909332362,0.921875
501,501.0,0.12566413042809865,0.953125
502,502.0,0.09424260955423845,0.96875
503,503.0,0.19448384556242018,0.9375
504,504.0,0.22731603735397166,0.953125
505,505.0,0.09677581676209468,0.953125
506,506.0,0.1296625133575632,0.96875
507,507.0,0.10583659010979153,0.96875
508,508.0,0.20900602980801924,0.9375
509,509.0,0.06653092058388091,0.984375
510,510.0,0.38813802346621384,0.90625
511,511.0,0.06396367330998962,0.96875
512,512.0,0.10489517752412156,0.953125
513,513.0,0.16005025917607396,0.9375
514,514.0,0.2202327132609511,0.90625
515,515.0,0.09827462188436337,0.96875
516,516.0,0.1433367238621005,0.953125
517,517.0,0.138509896851697,0.9375
518,518.0,0.1626675808963454,0.953125
519,519.0,0.29604113337670285,0.90625
520,520.0,0.4533294617925492,0.828125
521,521.0,0.13866718853874682,0.9375
522,522.0,0.05196577347062487,0.984375
523,523.0,0.21623319283834597,0.90625
524,524.0,0.1568047208793276,0.953125
525,525.0,0.26434273507754447,0.953125
526,526.0,0.22259657104171812,0.9375
527,527.0,0.1468688539897166,0.953125
528,528.0,0.22780382650219547,0.921875
529,529.0,0.10094127503289704,0.984375
530,530.0,0.19329200679008424,0.953125
531,531.0,0.18911366073379435,0.9375
532,532.0,0.09433975437242659,0.984375
533,533.0,0.11460964489626868,0.984375
534,534.0,0.08311313789634404,0.984375
535,535.0,0.3231124267610166,0.828125
536,536.0,0.3043157480702141,0.875
537,537.0,0.3388184234424384,0.921875
538,538.0,0.21627638797321103,0.953125
539,539.0,0.24990190439239032,0.96875
540,540.0,0.3128545244434216,0.921875
541,541.0,0.26423876149560654,0.90625
542,542.0,0.2757572733492711,0.90625
543,543.0,0.16325182003988525,0.953125
544,544.0,0.46448810544372554,0.890625
545,545.0,0.17219939285385455,0.96875
546,546.0,0.2548503400910037,0.859375
547,547.0,0.1159102539869925,0.984375
548,548.0,0.2100498865777236,0.9375
549,549.0,0.12621150468531672,0.984375
550,550.0,0.11028666984981471,0.984375
551,551.0,0.11096979790080384,0.984375
552,552.0,0.05261453955435626,1.0
553,553.0,0.06898939110023863,0.984375
554,554.0,0.10562911794228015,0.96875
555,555.0,0.22406246596682994,0.921875
556,556.0,0.15039629111392183,0.9375
557,557.0,0.024427250050328017,1.0
558,558.0,0.24657920274512138,0.9375
559,559.0,0.24756871067693062,0.921875
560,560.0,0.0507222384641869,1.0
561,561.0,0.07498719048111015,0.984375
562,562.0,0.14953256953311858,0.9375
563,563.0,0.0837449732962477,0.96875
564,564.0,0.1337387570965261,0.953125
565,565.0,0.10932025071815507,0.9375
566,566.0,0.18475417019098064,0.921875
567,567.0,0.09132349229635392,0.9375
568,568.0,0.1988141904306802,0.953125
569,569.0,0.24017668231145145,0.890625
570,570.0,0.068566595122241,0.96875
571,571.0,0.028214477970069998,1.0
572,572.0,0.09995622360154946,0.953125
573,573.0,0.26316841491848625,0.953125
574,574.0,0.09374101263949511,0.9375
575,575.0,0.07795794400815423,0.96875
576,576.0,0.07091954115697369,0.984375
577,577.0,0.22269851759407053,0.9375
578,578.0,0.09676941976481934,0.984375
579,579.0,0.1043120598260265,0.96875
580,580.0,0.29117252129598237,0.9375
581,581.0,0.14971021304484433,0.96875
582,582.0,0.10878095916170061,0.953125
583,583.0,0.15185338446047422,0.9375
584,584.0,0.3259166145591035,0.9375
585,585.0,0.14581323973114024,0.9375
586,586.0,0.16154484142053022,0.953125
587,587.0,0.2530504154133061,0.9375
588,588.0,0.10156962714468067,0.984375
589,589.0,0.07562001864214665,0.96875
590,590.0,0.1501325080826384,0.953125
591,591.0,0.12319568998802297,0.96875
592,592.0,0.10886180658431166,0.953125
593,593.0,0.11843300457719384,0.953125
594,594.0,0.17741732115376063,0.953125
595,595.0,0.07397521212323908,0.984375
596,596.0,0.13933735086962712,0.953125
597,597.0,0.19635905619289232,0.921875
598,598.0,0.10955158004870981,0.953125
599,599.0,0.21422026198754157,0.921875
600,600.0,0.10969721884482518,0.96875
601,601.0,0.16352457383274993,0.921875
602,602.0,0.11260046759986009,0.953125
603,603.0,0.030559280990944168,1.0
604,604.0,0.10763506689282323,0.953125
605,605.0,0.22312317982958918,0.9375
606,606.0,0.20280475619786914,0.921875
607,607.0,0.0480045358367647,1.0
608,608.0,0.19995342842814942,0.921875
609,609.0,0.15625188146745733,0.921875
610,610.0,0.12424402846161624,0.96875
611,611.0,0.08411812581483126,0.984375
612,612.0,0.10085841913956597,0.96875
613,613.0,0.11114695394037792,0.96875
614,614.0,0.206742800180006,0.9375
615,615.0,0.14772648044707024,0.953125
616,616.0,0.03917645480303604,1.0
617,617.0,0.09411192422915436,0.984375
618,618.0,0.1346708572307198,0.9375
619,619.0,0.10475943232460344,0.984375
620,620.0,0.08424460132812826,0.96875
621,621.0,0.10603995757600988,0.953125
622,622.0,0.22308961203150046,0.921875
623,623.0,0.13921902564311356,0.953125
624,624.0,0.14942152436399672,0.9375
625,625.0,0.18070694297198836,0.9375
626,626.0,0.17188454180136503,0.921875
627,627.0,0.1353009537075926,0.953125
628,628.0,0.07431546453030095,0.96875
629,629.0,0.3135349293872609,0.890625
630,630.0,0.037277370815782834,1.0
631,631.0,0.06595395937153213,0.984375
632,632.0,0.03985668026357404,0.984375
633,633.0,0.13808297239414188,0.96875
634,634.0,0.05082889010472744,0.984375
635,635.0,0.12866821202555304,0.96875
636,636.0,0.21473759342813564,0.953125
637,637.0,0.08637986490942876,0.96875
638,638.0,0.12057099630641223,0.9375
639,639.0,0.20975229499298884,0.9375
640,640.0,0.17418557636916682,0.9375
641,641.0,0.11810636196324578,0.953125
642,642.0,0.15429189173808217,0.953125
643,643.0,0.10063447661900175,0.9375
644,644.0,0.2503349970035015,0.96875
645,645.0,0.12965861040089077,0.953125
646,646.0,0.11599986993811559,0.953125
647,647.0,0.09593838885410996,0.953125
648,648.0,0.09352727756424307,0.953125
649,649.0,0.12271080784553316,0.96875
650,650.0,0.15742455417592918,0.953125
651,651.0,0.11705828923369649,0.96875
652,652.0,0.06773996269842256,0.96875
653,653.0,0.09101184463084515,0.953125
654,654.0,0.03091783691346814,0.984375
655,655.0,0.06133835986202372,0.984375
656,656.0,0.08525967206968608,0.96875
657,657.0,0.21878036549173804,0.90625
658,658.0,0.17616951998837682,0.9375
659,659.0,0.08184262947089602,0.953125
660,660.0,0.1339274574987599,0.9375
661,661.0,0.028152628301221838,1.0
662,662.0,0.14385488967657192,0.96875
663,663.0,0.06126426569275918,0.984375
664,664.0,0.07754389629882612,0.96875
665,665.0,0.04166043268228957,1.0
666,666.0,0.15506449927518834,0.953125
667,667.0,0.054262669985406534,0.984375
668,668.0,0.18266193582547574,0.953125
669,669.0,0.13888571137748193,0.984375
670,670.0,0.12824936134982373,0.984375
671,671.0,0.10946163739988579,0.96875
672,672.0,0.05235997118403505,0.984375
673,673.0,0.15846485828266374,0.953125
674,674.0,0.10282068849498843,0.953125
675,675.0,0.13449489131092426,0.96875
676,676.0,0.035829349705909286,1.0
677,677.0,0.07887299672838839,0.96875
678,678.0,0.06218224619964881,0.984375
679,679.0,0.1441253724041963,0.953125
680,680.0,0.07428693733393356,0.984375
681,681.0,0.23805373007658173,0.921875
682,682.0,0.11877727982127903,0.9375
683,683.0,0.08665575653587122,0.984375
684,684.0,0.15869397578110803,0.9375
685,685.0,0.07994356428216391,0.953125
686,686.0,0.12178684621548347,0.953125
687,687.0,0.06299411757969309,0.96875
688,688.0,0.057809315288019456,0.984375
689,689.0,0.12836240241280425,0.953125
690,690.0,0.12869429084486134,0.953125
691,691.0,0.18192408173276126,0.953125
692,692.0,0.009809868168939917,1.0
693,693.0,0.09170813799989602,0.96875
694,694.0,0.0934087577489211,0.984375
695,695.0,0.03666909902637521,1.0
696,696.0,0.16950699357281074,0.9375
697,697.0,0.18757600799303237,0.953125
698,698.0,0.3478627123639417,0.953125
699,699.0,0.04051198542853553,0.984375
700,700.0,0.09300968795790131,0.96875
701,701.0,0.0650216401897389,0.984375
702,702.0,0.2194363834512188,0.9375
703,703.0,0.12334881245256632,0.953125
704,704.0,0.08882937730303678,0.984375
